Class,Violation Type,Severity,Message,Start Line,Start Column,End Line,End Column
TC_CheckLocationTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),43,5,43,48
TC_CheckLocationTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),51,5,51,53
TC_CheckLocationTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),59,5,59,47
TC_CheckLocationTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),65,5,65,48
TC_CheckLocationTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),73,5,73,46
TC_CheckLocationTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),91,5,91,51
TC_CheckLocationTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),109,5,109,45
TC_CheckLocationTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),119,5,119,46
TC_ChecklistUtility.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),21,9,21,37
TC_ChecklistUtility.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),21,9,21,37
TC_ChecklistUtility.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),23,9,23,66
TC_ChecklistUtility.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),55,13,55,47
TC_ChecklistUtility.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),55,13,55,47
TC_ChecklistUtility.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),76,9,76,58
TC_ChecklistUtility.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),151,17,151,30
TC_ChecklistUtility.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),208,17,208,30
TC_ChecklistUtilityTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),51,5,51,48
TC_CommissionConfigTriggerHelper.cls,CognitiveComplexity,4,The method 'validateUserLookups(List<Commission_Config__c>)' has a cognitive complexity of 33  current threshold is 15 (rule: Design-CognitiveComplexity),3,5,3,85
TC_CommissionConfigTriggerHelper.cls,EmptyIfStmt,4,Avoid empty if statements (rule: Error Prone-EmptyIfStmt),67,13,67,67
TC_CommissionConfigTriggerHelper.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),67,13,67,67
TC_CommissionTriggerHelper.cls,ApexSharingViolations,4,Apex classes should declare a sharing model if DML or SOQL is used (rule: Security-ApexSharingViolations),1,1,1,42
TC_CommissionTriggerHelper.cls,CognitiveComplexity,4,The class 'TC_CommissionTriggerHelper' has a total cognitive complexity of 109 (highest 105)  current threshold is 50 (rule: Design-CognitiveComplexity),1,1,1,42
TC_CommissionTriggerHelper.cls,CognitiveComplexity,4,The method 'checkCommissionConfigMatch(List<Commission__c>)' has a cognitive complexity of 105  current threshold is 15 (rule: Design-CognitiveComplexity),22,5,22,83
TC_CommissionTriggerHelper.cls,NcssMethodCount,4,The method checkCommissionConfigMatch() has an NCSS line count of 141 (rule: Design-NcssMethodCount),22,5,22,83
TC_CommissionTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),34,9,34,49
TC_CommissionTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),34,9,34,49
TC_CommissionTriggerHelper.cls,AvoidDeeplyNestedIfStmts,4,Deeply nested if..else statements are hard to read (rule: Design-AvoidDeeplyNestedIfStmts),222,25,222,94
TC_CommissionsTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),4,5,4,40
TC_CommissionsTest.cls,EmptyCatchBlock,4,Avoid empty catch blocks (rule: Error Prone-EmptyCatchBlock),16,9,16,29
TC_CommissionsTest.cls,EmptyCatchBlock,4,Avoid empty catch blocks (rule: Error Prone-EmptyCatchBlock),29,9,29,29
TC_CommissionsTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),86,5,86,41
TC_ContactTriggerHelperTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),7,5,7,49
TC_ContentDocumentLinkTriggerHelper.cls,ApexSharingViolations,4,Apex classes should declare a sharing model if DML or SOQL is used (rule: Security-ApexSharingViolations),1,1,1,51
TC_ContentDocumentLinkTriggerHelper.cls,CognitiveComplexity,4,The class 'TC_ContentDocumentLinkTriggerHelper' has a total cognitive complexity of 56 (highest 24)  current threshold is 50 (rule: Design-CognitiveComplexity),1,1,1,51
TC_ContentDocumentLinkTriggerHelper.cls,CognitiveComplexity,4,The method 'createDists(Map<Id  ContentDocumentLink>)' has a cognitive complexity of 24  current threshold is 15 (rule: Design-CognitiveComplexity),3,5,3,76
TC_ContentDocumentLinkTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),63,9,63,25
TC_ContentDocumentLinkTriggerHelper.cls,EmptyCatchBlock,4,Avoid empty catch blocks (rule: Error Prone-EmptyCatchBlock),89,13,89,37
TC_ContentDocumentLinkTriggerHelper.cls,EmptyCatchBlock,4,Avoid empty catch blocks (rule: Error Prone-EmptyCatchBlock),122,13,122,36
TC_ContentDocumentLinkTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),127,9,127,25
TC_ContentDocumentLinkTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),127,9,127,25
TC_ContentDocumentLinkTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),133,9,133,113
TC_ContentDocumentLinkTriggerHelper.cls,CognitiveComplexity,4,The method 'pushCreditReportToOpportunityHelper(Map<Id  ContentDocumentLink>)' has a cognitive complexity of 16  current threshold is 15 (rule: Design-CognitiveComplexity),152,5,152,98
TC_ContentDocumentLinkTriggerHelperTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),9,5,9,42
TC_ContentDocumentLinkTriggerHelperTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),50,5,50,54
TC_ContentDocumentTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),29,9,29,25
TC_ContentDocumentTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),29,9,29,25
TC_ContentVersionTriggerHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),7,9,7,147
TC_ContentVersionTriggerHelperTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),54,5,54,47
TC_CreateQuoteCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),78,13,78,24
TC_CreateQuoteCtrl.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),180,13,180,76
TC_CreateQuoteCtrl.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),180,13,180,76
TC_CreateQuoteCtrl.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),198,13,198,81
TC_CreateQuoteCtrl.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),198,13,198,81
TC_CreateQuoteCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),228,13,228,115
TC_CreateQuoteCtrl.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),275,9,275,106
TC_CreateQuoteCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),30,5,30,57
TC_CreateQuoteCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),42,5,42,59
TC_CreateQuoteCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),54,5,54,61
TC_CreateQuoteCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),67,5,67,43
TC_CreditApplication.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),15,5,15,36
TC_CreditApplication.cls,TooManyFields,4,Too many fields (rule: Design-TooManyFields),18,2,18,25
TC_CreditApplicationMapper.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),12,9,12,77
TC_CreditApplicationMapper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),12,9,12,77
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),12,9,12,77
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),12,9,12,77
TC_CreditApplicationMapper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),13,7,13,28
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),13,7,13,28
TC_CreditApplicationMapper.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),21,11,21,95
TC_CreditApplicationMapper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),21,11,21,95
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),21,11,21,95
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),21,11,21,95
TC_CreditApplicationMapper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),22,9,22,38
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),22,9,22,38
TC_CreditApplicationMapper.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),29,9,29,67
TC_CreditApplicationMapper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),29,9,29,67
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),29,9,29,67
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),29,9,29,67
TC_CreditApplicationMapper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),30,7,30,23
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),30,7,30,23
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),45,11,45,24
TC_CreditApplicationMapper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),57,11,57,28
TC_CreditApplicationMapperHelper.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),4,5,4,51
TC_CreditApplicationMapperHelper.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),98,9,98,73
TC_CreditApplicationMapperHelper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),98,9,98,73
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),98,9,98,73
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),98,9,98,73
TC_CreditApplicationMapperHelper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),99,9,99,28
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),99,9,99,28
TC_CreditApplicationMapperHelper.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),105,13,105,73
TC_CreditApplicationMapperHelper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),105,13,105,73
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),105,13,105,73
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),105,13,105,73
TC_CreditApplicationMapperHelper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),106,13,106,30
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),106,13,106,30
TC_CreditApplicationMapperHelper.cls,CognitiveComplexity,4,The method 'mapApplicationFieldsToRelationship(TC_CreditApplication.Relationship)' has a cognitive complexity of 15  current threshold is 15 (rule: Design-CognitiveComplexity),121,5,121,105
TC_CreditApplicationMapperHelper.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),127,13,127,81
TC_CreditApplicationMapperHelper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),127,13,127,81
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),127,13,127,81
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),127,13,127,81
TC_CreditApplicationMapperHelper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),128,13,128,34
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),128,13,128,34
TC_CreditApplicationMapperHelper.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),144,13,144,42
TC_CreditApplicationMapperHelper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),144,13,144,42
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),144,13,144,42
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),144,13,144,42
TC_CreditApplicationMapperHelper.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),145,13,145,32
TC_CreditApplicationMapperHelper.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),145,13,145,32
TC_CreditApplicationRestApi.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),23,13,23,143
TC_CreditApplicationRestApiTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),87,5,87,43
TC_DataUtil.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),44,9,44,76
TC_DataUtil.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),44,9,44,76
TC_DataUtilTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),25,5,25,57
TC_DataUtility.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),12,9,12,76
TC_DataUtility.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),12,9,12,76
TC_DealDocumentsUploadCtrl.cls,ApexSharingViolations,4,Apex classes should declare a sharing model if DML or SOQL is used (rule: Security-ApexSharingViolations),1,1,1,42
TC_DealDocumentsUploadCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),124,9,124,25
TC_DealDocumentsUploadCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),34,5,34,26
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),72,5,72,53
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),158,5,158,56
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),256,5,256,49
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),294,5,294,43
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),299,5,299,52
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),322,5,322,55
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),327,5,327,69
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),332,5,332,54
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),352,5,352,54
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),373,5,373,60
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),427,5,427,42
TC_DealEntryCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),434,5,434,40
TC_DealEntryLookupCtrl.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),5,5,5,133
TC_DealEntryLookupCtrl.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),31,5,31,132
TC_DealEntryLookupCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),31,5,31,41
TC_DealEntryWizardCtrl.cls,ApexSharingViolations,4,Apex classes should declare a sharing model if DML or SOQL is used (rule: Security-ApexSharingViolations),5,1,5,38
TC_DealEntryWizardCtrl.cls,CognitiveComplexity,4,The class 'TC_DealEntryWizardCtrl' has a total cognitive complexity of 117 (highest 63)  current threshold is 50 (rule: Design-CognitiveComplexity),5,1,5,38
TC_DealEntryWizardCtrl.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),16,5,16,113
TC_DealEntryWizardCtrl.cls,CognitiveComplexity,4,The method 'submitDealCtrl(String  String  String  String  String  String  String  String  String  String)' has a cognitive complexity of 63  current threshold is 15 (rule: Design-CognitiveComplexity),16,5,16,113
TC_DealEntryWizardCtrl.cls,NcssMethodCount,4,The method submitDealCtrl() has an NCSS line count of 131 (rule: Design-NcssMethodCount),16,5,16,113
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),63,13,63,38
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),75,21,75,43
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),95,13,95,25
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),139,13,139,38
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),170,13,170,38
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),177,13,177,42
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),186,17,186,41
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),221,13,221,34
TC_DealEntryWizardCtrl.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),250,5,250,101
TC_DealEntryWizardCtrl.cls,LocalVariableNamingConventions,4,The local variable name 'PROFILE' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),340,9,340,107
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),340,9,340,107
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),387,9,387,97
TC_DealEntryWizardCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),420,13,420,131
TC_DealEntryWizardCtrl.cls,EmptyCatchBlock,4,Avoid empty catch blocks (rule: Error Prone-EmptyCatchBlock),466,13,466,36
TC_DeleteRecordCtrl.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),12,17,12,31
TC_DeleteRecordCtrlTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),5,5,5,47
TC_DependentPicklist.cls,CognitiveComplexity,4,The method 'controllingToDependentValues(SObjectField  SObjectField)' has a cognitive complexity of 16  current threshold is 15 (rule: Design-CognitiveComplexity),20,5,20,118
TC_DependentPicklist.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),80,9,80,49
TC_DependentPicklist.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),80,9,80,49
TC_DocRequestFormCtrlLtng.cls,CognitiveComplexity,4,The method 'grabDocWrapper(Id)' has a cognitive complexity of 33  current threshold is 15 (rule: Design-CognitiveComplexity),4,5,4,59
TC_DocRequestFormCtrlLtng.cls,EmptyCatchBlock,4,Avoid empty catch blocks (rule: Error Prone-EmptyCatchBlock),75,13,75,36
